"anio","marca","cod_provincia","matriculaciones"
2021,"3 CARROCEROS","03",1
2021,"3 CARROCEROS","05",1
2021,"3 CARROCEROS","06",2
2021,"3 CARROCEROS","08",4
2021,"3 CARROCEROS","15",2
2021,"3 CARROCEROS","17",1
2021,"3 CARROCEROS","24",1
2021,"3 CARROCEROS","27",1
2021,"3 CARROCEROS","28",18
2021,"3 CARROCEROS","29",4
2021,"3 CARROCEROS","36",1
2021,"3 CARROCEROS","37",1
2021,"3 CARROCEROS","41",1
2021,"3 CARROCEROS","45",1
2021,"3 CARROCEROS","46",59
2021,"3 CARROCEROS","48",1
2021,"3 CARROCEROS","50",2
2021,"A.U.S.A.","03",32
2021,"A.U.S.A.","04",18
2021,"A.U.S.A.","06",8
2021,"A.U.S.A.","07",13
2021,"A.U.S.A.","08",69
2021,"A.U.S.A.","10",3
2021,"A.U.S.A.","11",18
2021,"A.U.S.A.","13",4
2021,"A.U.S.A.","14",21
2021,"A.U.S.A.","15",4
2021,"A.U.S.A.","16",1
2021,"A.U.S.A.","17",5
2021,"A.U.S.A.","18",10
2021,"A.U.S.A.","19",1
2021,"A.U.S.A.","20",3
2021,"A.U.S.A.","21",3
2021,"A.U.S.A.","22",1
2021,"A.U.S.A.","23",28
2021,"A.U.S.A.","24",15
2021,"A.U.S.A.","25",1
2021,"A.U.S.A.","28",25
2021,"A.U.S.A.","29",18
2021,"A.U.S.A.","30",21
2021,"A.U.S.A.","33",58
2021,"A.U.S.A.","35",4
2021,"A.U.S.A.","36",20
2021,"A.U.S.A.","37",9
2021,"A.U.S.A.","38",7
2021,"A.U.S.A.","39",1
2021,"A.U.S.A.","40",1
2021,"A.U.S.A.","41",12
2021,"A.U.S.A.","42",2
2021,"A.U.S.A.","43",5
2021,"A.U.S.A.","44",3
2021,"A.U.S.A.","46",39
2021,"A.U.S.A.","47",3
2021,"A.U.S.A.","48",1
2021,"A.U.S.A.","49",2
2021,"A.U.S.A.","50",14
2021,"ABL BOCKMANN","01",3
2021,"ABL BOCKMANN","02",5
2021,"ABL BOCKMANN","03",23
2021,"ABL BOCKMANN","04",25
2021,"ABL BOCKMANN","05",1
2021,"ABL BOCKMANN","06",5
2021,"ABL BOCKMANN","07",10
2021,"ABL BOCKMANN","08",103
2021,"ABL BOCKMANN","09",17
2021,"ABL BOCKMANN","10",10
2021,"ABL BOCKMANN","11",15
2021,"ABL BOCKMANN","12",8
2021,"ABL BOCKMANN","13",7
2021,"ABL BOCKMANN","14",9
2021,"ABL BOCKMANN","15",11
2021,"ABL BOCKMANN","16",9
2021,"ABL BOCKMANN","17",31
2021,"ABL BOCKMANN","18",7
2021,"ABL BOCKMANN","19",6
2021,"ABL BOCKMANN","20",21
2021,"ABL BOCKMANN","21",1
2021,"ABL BOCKMANN","22",14
2021,"ABL BOCKMANN","23",7
2021,"ABL BOCKMANN","24",17
2021,"ABL BOCKMANN","25",14
2021,"ABL BOCKMANN","26",6
2021,"ABL BOCKMANN","27",1
2021,"ABL BOCKMANN","28",513
2021,"ABL BOCKMANN","29",8
2021,"ABL BOCKMANN","30",23
2021,"ABL BOCKMANN","31",31
2021,"ABL BOCKMANN","32",11
2021,"ABL BOCKMANN","33",1
2021,"ABL BOCKMANN","34",1
2021,"ABL BOCKMANN","35",10
2021,"ABL BOCKMANN","36",3
2021,"ABL BOCKMANN","37",5
2021,"ABL BOCKMANN","39",6
2021,"ABL BOCKMANN","40",6
2021,"ABL BOCKMANN","41",15
2021,"ABL BOCKMANN","42",4
2021,"ABL BOCKMANN","43",19
2021,"ABL BOCKMANN","44",22
2021,"ABL BOCKMANN","45",13
2021,"ABL BOCKMANN","46",50
2021,"ABL BOCKMANN","47",5
2021,"ABL BOCKMANN","48",15
2021,"ABL BOCKMANN","49",4
2021,"ABL BOCKMANN","50",46
2021,"ADRIA","01",6
2021,"ADRIA","02",4
2021,"ADRIA","03",36
2021,"ADRIA","04",2
2021,"ADRIA","05",2
2021,"ADRIA","06",2
2021,"ADRIA","07",4
2021,"ADRIA","08",165
2021,"ADRIA","09",5
2021,"ADRIA","10",2
2021,"ADRIA","11",10
2021,"ADRIA","12",3
2021,"ADRIA","13",2
2021,"ADRIA","14",7
2021,"ADRIA","15",6
2021,"ADRIA","16",1
2021,"ADRIA","17",84
2021,"ADRIA","18",1
2021,"ADRIA","19",5
2021,"ADRIA","20",18
2021,"ADRIA","21",3
2021,"ADRIA","23",6
2021,"ADRIA","24",1
2021,"ADRIA","25",9
2021,"ADRIA","26",1
2021,"ADRIA","27",1
2021,"ADRIA","28",63
2021,"ADRIA","29",11
2021,"ADRIA","30",7
2021,"ADRIA","31",19
2021,"ADRIA","33",6
2021,"ADRIA","34",2
2021,"ADRIA","35",2
2021,"ADRIA","36",12
2021,"ADRIA","37",3
2021,"ADRIA","38",7
2021,"ADRIA","39",7
2021,"ADRIA","40",2
2021,"ADRIA","41",11
2021,"ADRIA","42",1
2021,"ADRIA","43",12
2021,"ADRIA","44",5
2021,"ADRIA","45",2
2021,"ADRIA","46",29
2021,"ADRIA","47",3
2021,"ADRIA","48",24
2021,"ADRIA","50",6
2021,"AGUIRRE","02",1
2021,"AGUIRRE","06",1
2021,"AGUIRRE","09",13
2021,"AGUIRRE","13",1
2021,"AGUIRRE","14",7
2021,"AGUIRRE","16",19
2021,"AGUIRRE","19",2
2021,"AGUIRRE","28",1
2021,"AGUIRRE","31",1
2021,"AGUIRRE","34",19
2021,"AGUIRRE","37",1
2021,"AGUIRRE","40",2
2021,"AGUIRRE","41",2
2021,"AGUIRRE","42",6
2021,"AGUIRRE","43",1
2021,"AGUIRRE","44",2
2021,"AGUIRRE","47",28
2021,"AGUIRRE","49",1
2021,"AGUIRRE","50",4
2021,"AIXAM","01",1
2021,"AIXAM","02",6
2021,"AIXAM","03",58
2021,"AIXAM","04",27
2021,"AIXAM","05",1
2021,"AIXAM","06",17
2021,"AIXAM","07",36
2021,"AIXAM","08",62
2021,"AIXAM","09",1
2021,"AIXAM","10",10
2021,"AIXAM","11",24
2021,"AIXAM","12",2
2021,"AIXAM","13",12
2021,"AIXAM","14",24
2021,"AIXAM","15",3
2021,"AIXAM","16",2
2021,"AIXAM","17",8
2021,"AIXAM","18",42
2021,"AIXAM","19",6
2021,"AIXAM","20",2
2021,"AIXAM","21",5
2021,"AIXAM","22",4
2021,"AIXAM","23",22
2021,"AIXAM","24",5
2021,"AIXAM","25",7
2021,"AIXAM","26",1
2021,"AIXAM","27",4
2021,"AIXAM","28",49
2021,"AIXAM","29",67
2021,"AIXAM","30",21
2021,"AIXAM","32",6
2021,"AIXAM","33",7
2021,"AIXAM","35",29
2021,"AIXAM","36",7
2021,"AIXAM","37",5
2021,"AIXAM","38",4
2021,"AIXAM","39",4
2021,"AIXAM","40",1
2021,"AIXAM","41",48
2021,"AIXAM","43",33
2021,"AIXAM","44",8
2021,"AIXAM","45",4
2021,"AIXAM","46",38
2021,"AIXAM","47",8
2021,"AIXAM","48",14
2021,"AIXAM","49",3
2021,"AIXAM","50",4
2021,"AIXAM","52",1
2021,"AJP","01",1
2021,"AJP","03",1
2021,"AJP","06",3
2021,"AJP","08",13
2021,"AJP","11",2
2021,"AJP","15",1
2021,"AJP","18",1
2021,"AJP","20",2
2021,"AJP","28",9
2021,"AJP","29",1
2021,"AJP","30",3
2021,"AJP","31",1
2021,"AJP","32",2
2021,"AJP","33",3
2021,"AJP","41",5
2021,"AJP","43",1
2021,"AJP","45",1
2021,"AJP","46",9
2021,"ALE","02",3
2021,"ALE","03",2
2021,"ALE","04",1
2021,"ALE","05",2
2021,"ALE","06",2
2021,"ALE","08",24
2021,"ALE","09",3
2021,"ALE","10",3
2021,"ALE","11",2
2021,"ALE","13",3
2021,"ALE","14",5
2021,"ALE","15",1
2021,"ALE","16",1
2021,"ALE","17",9
2021,"ALE","18",4
2021,"ALE","20",1
2021,"ALE","21",3
2021,"ALE","22",3
2021,"ALE","23",10
2021,"ALE","24",1
2021,"ALE","25",15
2021,"ALE","26",3
2021,"ALE","27",2
2021,"ALE","28",9
2021,"ALE","29",2
2021,"ALE","30",1
2021,"ALE","31",5
2021,"ALE","32",2
2021,"ALE","34",1
2021,"ALE","35",1
2021,"ALE","37",4
2021,"ALE","38",1
2021,"ALE","40",1
2021,"ALE","41",11
2021,"ALE","43",10
2021,"ALE","45",2
2021,"ALE","46",5
2021,"ALE","48",2
2021,"ALE","49",2
2021,"ALE","50",4
2021,"ALFA ROMEO","01",11
2021,"ALFA ROMEO","02",109
2021,"ALFA ROMEO","03",159
2021,"ALFA ROMEO","04",14
2021,"ALFA ROMEO","05",16
2021,"ALFA ROMEO","06",5
2021,"ALFA ROMEO","07",16
2021,"ALFA ROMEO","08",537
2021,"ALFA ROMEO","09",5
2021,"ALFA ROMEO","10",5
2021,"ALFA ROMEO","11",9
2021,"ALFA ROMEO","12",2
2021,"ALFA ROMEO","13",14
2021,"ALFA ROMEO","14",3
2021,"ALFA ROMEO","15",25
2021,"ALFA ROMEO","16",1
2021,"ALFA ROMEO","17",18
2021,"ALFA ROMEO","18",12
2021,"ALFA ROMEO","19",5
2021,"ALFA ROMEO","20",6
2021,"ALFA ROMEO","21",3
2021,"ALFA ROMEO","22",10
2021,"ALFA ROMEO","23",15
2021,"ALFA ROMEO","24",5
2021,"ALFA ROMEO","25",8
2021,"ALFA ROMEO","26",3
2021,"ALFA ROMEO","27",7
2021,"ALFA ROMEO","28",726
2021,"ALFA ROMEO","29",52
2021,"ALFA ROMEO","30",15
2021,"ALFA ROMEO","31",1
2021,"ALFA ROMEO","32",1
2021,"ALFA ROMEO","33",8
2021,"ALFA ROMEO","34",3
2021,"ALFA ROMEO","35",29
2021,"ALFA ROMEO","36",16
2021,"ALFA ROMEO","37",2
2021,"ALFA ROMEO","38",1
2021,"ALFA ROMEO","39",9
2021,"ALFA ROMEO","40",1
2021,"ALFA ROMEO","41",22
2021,"ALFA ROMEO","43",9
2021,"ALFA ROMEO","45",15
2021,"ALFA ROMEO","46",44
2021,"ALFA ROMEO","47",9
2021,"ALFA ROMEO","48",14
2021,"ALFA ROMEO","49",1
2021,"ALFA ROMEO","50",351
2021,"ALFA ROMEO","51",1
2021,"ALPINE","06",1
2021,"ALPINE","08",3
2021,"ALPINE","17",2
2021,"ALPINE","28",20
2021,"ALPINE","33",2
2021,"ALPINE","47",1
2021,"ANTONIO CARRARO","01",3
2021,"ANTONIO CARRARO","03",19
2021,"ANTONIO CARRARO","04",15
2021,"ANTONIO CARRARO","05",1
2021,"ANTONIO CARRARO","06",1
2021,"ANTONIO CARRARO","07",8
2021,"ANTONIO CARRARO","08",3
2021,"ANTONIO CARRARO","10",12
2021,"ANTONIO CARRARO","11",4
2021,"ANTONIO CARRARO","12",4
2021,"ANTONIO CARRARO","13",1
2021,"ANTONIO CARRARO","15",4
2021,"ANTONIO CARRARO","16",1
2021,"ANTONIO CARRARO","17",1
2021,"ANTONIO CARRARO","18",2
2021,"ANTONIO CARRARO","20",9
2021,"ANTONIO CARRARO","21",4
2021,"ANTONIO CARRARO","22",2
2021,"ANTONIO CARRARO","23",1
2021,"ANTONIO CARRARO","25",2
2021,"ANTONIO CARRARO","27",3
2021,"ANTONIO CARRARO","28",10
2021,"ANTONIO CARRARO","29",9
2021,"ANTONIO CARRARO","30",7
2021,"ANTONIO CARRARO","31",2
2021,"ANTONIO CARRARO","32",4
2021,"ANTONIO CARRARO","35",4
2021,"ANTONIO CARRARO","36",4
2021,"ANTONIO CARRARO","37",3
2021,"ANTONIO CARRARO","38",1
2021,"ANTONIO CARRARO","43",3
2021,"ANTONIO CARRARO","44",3
2021,"ANTONIO CARRARO","46",12
2021,"ANTONIO CARRARO","47",1
2021,"ANTONIO CARRARO","48",4
2021,"ANTONIO CARRARO","50",1
2021,"APRILIA","01",20
2021,"APRILIA","02",15
2021,"APRILIA","03",66
2021,"APRILIA","04",20
2021,"APRILIA","05",8
2021,"APRILIA","06",22
2021,"APRILIA","07",60
2021,"APRILIA","08",187
2021,"APRILIA","09",7
2021,"APRILIA","10",11
2021,"APRILIA","11",169
2021,"APRILIA","12",23
2021,"APRILIA","13",12
2021,"APRILIA","14",27
2021,"APRILIA","15",11
2021,"APRILIA","16",1
2021,"APRILIA","17",40
2021,"APRILIA","18",29
2021,"APRILIA","19",5
2021,"APRILIA","20",19
2021,"APRILIA","21",36
2021,"APRILIA","22",14
2021,"APRILIA","23",13
2021,"APRILIA","24",6
2021,"APRILIA","25",23
2021,"APRILIA","26",19
2021,"APRILIA","27",2
2021,"APRILIA","28",196
2021,"APRILIA","29",83
2021,"APRILIA","30",39
2021,"APRILIA","31",32
2021,"APRILIA","32",5
2021,"APRILIA","33",27
2021,"APRILIA","34",1
2021,"APRILIA","35",33
2021,"APRILIA","36",16
2021,"APRILIA","37",7
2021,"APRILIA","38",23
2021,"APRILIA","39",12
2021,"APRILIA","40",3
2021,"APRILIA","41",63
2021,"APRILIA","42",1
2021,"APRILIA","43",19
2021,"APRILIA","44",3
2021,"APRILIA","45",23
2021,"APRILIA","46",132
2021,"APRILIA","47",18
2021,"APRILIA","48",48
2021,"APRILIA","49",8
2021,"APRILIA","50",33
2021,"APRILIA","51",1
2021,"APRILIA","52",2
2021,"ARIIC","04",1
2021,"ARIIC","06",1
2021,"ARIIC","08",9
2021,"ARIIC","10",2
2021,"ARIIC","11",1
2021,"ARIIC","14",1
2021,"ARIIC","20",1
2021,"ARIIC","21",1
2021,"ARIIC","25",1
2021,"ARIIC","27",1
2021,"ARIIC","28",2
2021,"ARIIC","29",2
2021,"ARIIC","30",1
2021,"ARIIC","31",1
2021,"ARIIC","33",1
2021,"ARIIC","38",2
2021,"ARIIC","39",1
2021,"ARIIC","41",2
2021,"ARIIC","45",1
2021,"ARIIC","46",1
2021,"ARIIC","48",1
2021,"ARIIC","50",1
2021,"ARIIC","51",1
2021,"ASKOLL","08",11
2021,"ASKOLL","11",155
2021,"ASKOLL","13",1
2021,"ASKOLL","21",1
2021,"ASKOLL","24",2
2021,"ASKOLL","28",59
2021,"ASKOLL","29",3
2021,"ASKOLL","30",1
2021,"ASKOLL","43",1
2021,"ASKOLL","52",1
2021,"AUDI","01",108
2021,"AUDI","02",246
2021,"AUDI","03",1373
2021,"AUDI","04",381
2021,"AUDI","05",48
2021,"AUDI","06",411
2021,"AUDI","07",432
2021,"AUDI","08",3063
2021,"AUDI","09",230
2021,"AUDI","10",268
2021,"AUDI","11",840
2021,"AUDI","12",109
2021,"AUDI","13",247
2021,"AUDI","14",496
2021,"AUDI","15",612
2021,"AUDI","16",90
2021,"AUDI","17",635
2021,"AUDI","18",601
2021,"AUDI","19",117
2021,"AUDI","20",321
2021,"AUDI","21",253
2021,"AUDI","22",115
2021,"AUDI","23",277
2021,"AUDI","24",162
2021,"AUDI","25",305
2021,"AUDI","26",154
2021,"AUDI","27",280
2021,"AUDI","28",20775
2021,"AUDI","29",1253
2021,"AUDI","30",740
2021,"AUDI","31",261
2021,"AUDI","32",194
2021,"AUDI","33",262
2021,"AUDI","34",79
2021,"AUDI","35",600
2021,"AUDI","36",551
2021,"AUDI","37",194
2021,"AUDI","38",244
2021,"AUDI","39",258
2021,"AUDI","40",79
2021,"AUDI","41",927
2021,"AUDI","42",33
2021,"AUDI","43",382
2021,"AUDI","44",56
2021,"AUDI","45",463
2021,"AUDI","46",1273
2021,"AUDI","47",284
2021,"AUDI","48",460
2021,"AUDI","49",92
2021,"AUDI","50",449
2021,"AUDI","51",35
2021,"AUDI","52",46
2021,"AUSA","02",1
2021,"AUSA","03",10
2021,"AUSA","04",7
2021,"AUSA","05",1
2021,"AUSA","06",2
2021,"AUSA","07",2
2021,"AUSA","08",66
2021,"AUSA","10",1
2021,"AUSA","11",9
2021,"AUSA","13",5
2021,"AUSA","14",13
2021,"AUSA","16",1
2021,"AUSA","17",4
2021,"AUSA","18",6
2021,"AUSA","21",2
2021,"AUSA","22",2
2021,"AUSA","23",12
2021,"AUSA","24",15
2021,"AUSA","28",46
2021,"AUSA","29",2
2021,"AUSA","30",11
2021,"AUSA","32",1
2021,"AUSA","33",29
2021,"AUSA","35",1
2021,"AUSA","36",8
2021,"AUSA","37",2
2021,"AUSA","39",3
2021,"AUSA","41",7
2021,"AUSA","43",1
2021,"AUSA","45",1
2021,"AUSA","46",16
2021,"AUSA","47",4
2021,"AUSA","49",2
2021,"AUSA","50",11
2021,"BARBANY","03",1
2021,"BARBANY","04",1
2021,"BARBANY","08",115
2021,"BARBANY","14",1
2021,"BARBANY","21",1
2021,"BARBANY","28",7
2021,"BARBANY","41",9
2021,"BARBANY","43",1
2021,"BENELLI","01",10
2021,"BENELLI","02",16
2021,"BENELLI","03",55
2021,"BENELLI","04",25
2021,"BENELLI","05",5
2021,"BENELLI","06",47
2021,"BENELLI","07",40
2021,"BENELLI","08",268
2021,"BENELLI","09",8
2021,"BENELLI","10",48
2021,"BENELLI","11",63
2021,"BENELLI","12",11
2021,"BENELLI","13",17
2021,"BENELLI","14",26
2021,"BENELLI","15",12
2021,"BENELLI","16",4
2021,"BENELLI","17",31
2021,"BENELLI","18",34
2021,"BENELLI","19",12
2021,"BENELLI","20",15
2021,"BENELLI","21",33
2021,"BENELLI","22",7
2021,"BENELLI","23",28
2021,"BENELLI","24",9
2021,"BENELLI","25",14
2021,"BENELLI","26",20
2021,"BENELLI","27",8
2021,"BENELLI","28",243
2021,"BENELLI","29",48
2021,"BENELLI","30",60
2021,"BENELLI","31",30
2021,"BENELLI","32",6
2021,"BENELLI","33",36
2021,"BENELLI","34",6
2021,"BENELLI","35",14
2021,"BENELLI","36",19
2021,"BENELLI","37",13
2021,"BENELLI","38",24
2021,"BENELLI","39",17
2021,"BENELLI","40",8
2021,"BENELLI","41",92
2021,"BENELLI","43",60
2021,"BENELLI","44",9
2021,"BENELLI","45",34
2021,"BENELLI","46",100
2021,"BENELLI","47",22
2021,"BENELLI","48",31
2021,"BENELLI","49",15
2021,"BENELLI","50",31
2021,"BENELLI","51",4
2021,"BENELLI","52",6
2021,"BENIMAR","01",10
2021,"BENIMAR","02",2
2021,"BENIMAR","03",38
2021,"BENIMAR","04",5
2021,"BENIMAR","05",4
2021,"BENIMAR","06",6
2021,"BENIMAR","07",7
2021,"BENIMAR","08",54
2021,"BENIMAR","09",2
2021,"BENIMAR","10",9
2021,"BENIMAR","11",17
2021,"BENIMAR","12",3
2021,"BENIMAR","13",1
2021,"BENIMAR","14",8
2021,"BENIMAR","15",17
2021,"BENIMAR","16",4
2021,"BENIMAR","17",9
2021,"BENIMAR","18",15
2021,"BENIMAR","19",5
2021,"BENIMAR","20",12
2021,"BENIMAR","22",14
2021,"BENIMAR","23",6
2021,"BENIMAR","24",7
2021,"BENIMAR","25",11
2021,"BENIMAR","26",4
2021,"BENIMAR","27",7
2021,"BENIMAR","28",78
2021,"BENIMAR","29",52
2021,"BENIMAR","30",4
2021,"BENIMAR","31",17
2021,"BENIMAR","32",8
2021,"BENIMAR","33",24
2021,"BENIMAR","34",4
2021,"BENIMAR","35",29
2021,"BENIMAR","36",20
2021,"BENIMAR","37",3
2021,"BENIMAR","38",8
2021,"BENIMAR","39",4
2021,"BENIMAR","40",2
2021,"BENIMAR","41",20
2021,"BENIMAR","42",2
2021,"BENIMAR","43",17
2021,"BENIMAR","44",1
2021,"BENIMAR","45",9
2021,"BENIMAR","46",30
2021,"BENIMAR","47",11
2021,"BENIMAR","48",34
2021,"BENIMAR","50",19
2021,"BENIMAR","51",3
2021,"BENIMAR","52",2
2021,"BENTLEY","03",13
2021,"BENTLEY","04",2
2021,"BENTLEY","05",1
2021,"BENTLEY","07",7
2021,"BENTLEY","08",19
2021,"BENTLEY","11",3
2021,"BENTLEY","12",1
2021,"BENTLEY","14",2
2021,"BENTLEY","17",2
2021,"BENTLEY","18",2
2021,"BENTLEY","21",2
2021,"BENTLEY","28",32
2021,"BENTLEY","29",43
2021,"BENTLEY","30",1
2021,"BENTLEY","33",3
2021,"BENTLEY","37",1
2021,"BENTLEY","41",3
2021,"BENTLEY","43",3
2021,"BENTLEY","45",1
2021,"BENTLEY","46",4
2021,"BENTLEY","48",1
2021,"BENTLEY","49",1
2021,"BERGADANA","01",97
2021,"BERGADANA","03",1
2021,"BERGADANA","08",85
2021,"BERGADANA","10",2
2021,"BERGADANA","14",2
2021,"BERGADANA","15",1
2021,"BERGADANA","20",2
2021,"BERGADANA","24",1
2021,"BERGADANA","27",1
2021,"BERGADANA","28",447
2021,"BERGADANA","31",2
2021,"BERGADANA","35",5
2021,"BERGADANA","38",62
2021,"BERGADANA","39",2
2021,"BETA","02",5
2021,"BETA","03",19
2021,"BETA","04",15
2021,"BETA","05",4
2021,"BETA","06",23
2021,"BETA","07",5
2021,"BETA","08",199
2021,"BETA","09",11
2021,"BETA","10",16
2021,"BETA","11",17
2021,"BETA","12",12
2021,"BETA","13",7
2021,"BETA","14",21
2021,"BETA","15",32
2021,"BETA","16",9
2021,"BETA","17",54
2021,"BETA","18",28
2021,"BETA","19",5
2021,"BETA","20",6
2021,"BETA","21",17
2021,"BETA","22",8
2021,"BETA","23",10
2021,"BETA","24",11
2021,"BETA","25",20
2021,"BETA","26",9
2021,"BETA","27",5
2021,"BETA","28",61
2021,"BETA","29",17
2021,"BETA","30",16
2021,"BETA","31",18
2021,"BETA","32",6
2021,"BETA","33",9
2021,"BETA","34",5
2021,"BETA","35",9
2021,"BETA","36",19
2021,"BETA","37",7
2021,"BETA","38",2
2021,"BETA","39",15
2021,"BETA","40",1
2021,"BETA","41",28
2021,"BETA","42",3
2021,"BETA","43",38
2021,"BETA","44",10
2021,"BETA","45",22
2021,"BETA","46",36
2021,"BETA","47",6
2021,"BETA","48",7
2021,"BETA","49",3
2021,"BETA","50",13
2021,"BMW","01",208
2021,"BMW","02",366
2021,"BMW","03",1977
2021,"BMW","04",606
2021,"BMW","05",88
2021,"BMW","06",421
2021,"BMW","07",613
2021,"BMW","08",4906
2021,"BMW","09",241
2021,"BMW","10",313
2021,"BMW","11",991
2021,"BMW","12",125
2021,"BMW","13",309
2021,"BMW","14",465
2021,"BMW","15",657
2021,"BMW","16",106
2021,"BMW","17",733
2021,"BMW","18",897
2021,"BMW","19",208
2021,"BMW","20",501
2021,"BMW","21",257
2021,"BMW","22",149
2021,"BMW","23",441
2021,"BMW","24",307
2021,"BMW","25",350
2021,"BMW","26",243
2021,"BMW","27",216
2021,"BMW","28",23634
2021,"BMW","29",2080
2021,"BMW","30",1006
2021,"BMW","31",316
2021,"BMW","32",250
2021,"BMW","33",598
2021,"BMW","34",150
2021,"BMW","35",484
2021,"BMW","36",646
2021,"BMW","37",279
2021,"BMW","38",228
2021,"BMW","39",248
2021,"BMW","40",112
2021,"BMW","41",1186
2021,"BMW","42",50
2021,"BMW","43",699
2021,"BMW","44",116
2021,"BMW","45",839
2021,"BMW","46",1879
2021,"BMW","47",598
2021,"BMW","48",643
2021,"BMW","49",154
2021,"BMW","50",717
2021,"BMW","51",103
2021,"BMW","52",61
2021,"BMW I","02",1
2021,"BMW I","03",12
2021,"BMW I","04",1
2021,"BMW I","06",1
2021,"BMW I","07",8
2021,"BMW I","08",56
2021,"BMW I","09",2
2021,"BMW I","11",2
2021,"BMW I","13",1
2021,"BMW I","15",9
2021,"BMW I","16",1
2021,"BMW I","17",16
2021,"BMW I","20",3
2021,"BMW I","24",1
2021,"BMW I","25",2
2021,"BMW I","27",2
2021,"BMW I","28",196
2021,"BMW I","29",9
2021,"BMW I","30",5
2021,"BMW I","31",4
2021,"BMW I","33",1
2021,"BMW I","35",13
2021,"BMW I","36",1
2021,"BMW I","37",1
2021,"BMW I","38",8
2021,"BMW I","39",1
2021,"BMW I","40",1
2021,"BMW I","41",2
2021,"BMW I","43",3
2021,"BMW I","44",1
2021,"BMW I","45",4
2021,"BMW I","46",15
2021,"BMW I","47",2
2021,"BMW I","48",2
2021,"BMW I","49",1
2021,"BMW I","50",2
2021,"BOBCAT","03",3
2021,"BOBCAT","04",3
2021,"BOBCAT","06",2
2021,"BOBCAT","07",19
2021,"BOBCAT","08",43
2021,"BOBCAT","10",2
2021,"BOBCAT","11",6
2021,"BOBCAT","12",2
2021,"BOBCAT","14",2
2021,"BOBCAT","15",1
2021,"BOBCAT","17",7
2021,"BOBCAT","18",11
2021,"BOBCAT","20",1
2021,"BOBCAT","21",5
2021,"BOBCAT","22",3
2021,"BOBCAT","23",37
2021,"BOBCAT","24",2
2021,"BOBCAT","25",7
2021,"BOBCAT","26",1
2021,"BOBCAT","28",43
2021,"BOBCAT","29",5
2021,"BOBCAT","30",3
2021,"BOBCAT","31",3
2021,"BOBCAT","32",1
2021,"BOBCAT","36",7
2021,"BOBCAT","37",3
2021,"BOBCAT","38",3
2021,"BOBCAT","41",5
2021,"BOBCAT","43",5
2021,"BOBCAT","44",3
2021,"BOBCAT","45",5
2021,"BOBCAT","46",12
2021,"BOBCAT","47",5
2021,"BOBCAT","49",15
2021,"BOBCAT","50",11
2021,"BRIXTON","01",11
2021,"BRIXTON","02",7
2021,"BRIXTON","03",28
2021,"BRIXTON","04",8
2021,"BRIXTON","05",5
2021,"BRIXTON","06",8
2021,"BRIXTON","07",30
2021,"BRIXTON","08",131
2021,"BRIXTON","09",8
2021,"BRIXTON","10",3
2021,"BRIXTON","11",32
2021,"BRIXTON","12",1
2021,"BRIXTON","13",7
2021,"BRIXTON","14",7
2021,"BRIXTON","15",17
2021,"BRIXTON","16",2
2021,"BRIXTON","17",22
2021,"BRIXTON","18",22
2021,"BRIXTON","19",6
2021,"BRIXTON","20",8
2021,"BRIXTON","21",9
2021,"BRIXTON","22",3
2021,"BRIXTON","23",11
2021,"BRIXTON","24",6
2021,"BRIXTON","25",5
2021,"BRIXTON","26",4
2021,"BRIXTON","27",3
2021,"BRIXTON","28",126
2021,"BRIXTON","29",25
2021,"BRIXTON","30",17
2021,"BRIXTON","31",13
2021,"BRIXTON","32",1
2021,"BRIXTON","33",10
2021,"BRIXTON","34",6
2021,"BRIXTON","35",5
2021,"BRIXTON","36",26
2021,"BRIXTON","37",3
2021,"BRIXTON","38",4
2021,"BRIXTON","39",7
2021,"BRIXTON","40",2
2021,"BRIXTON","41",34
2021,"BRIXTON","43",12
2021,"BRIXTON","45",27
2021,"BRIXTON","46",32
2021,"BRIXTON","47",2
2021,"BRIXTON","48",21
2021,"BRIXTON","49",1
2021,"BRIXTON","50",6
2021,"BRIXTON","51",6
2021,"BRIXTON","52",9
2021,"BRP","01",2
2021,"BRP","02",2
2021,"BRP","03",11
2021,"BRP","05",1
2021,"BRP","06",2
2021,"BRP","08",39
2021,"BRP","09",2
2021,"BRP","10",1
2021,"BRP","11",7
2021,"BRP","12",1
2021,"BRP","14",2
2021,"BRP","15",10
2021,"BRP","17",6
2021,"BRP","18",5
2021,"BRP","19",5
2021,"BRP","20",8
2021,"BRP","21",1
2021,"BRP","22",2
2021,"BRP","23",9
2021,"BRP","24",3
2021,"BRP","25",7
2021,"BRP","26",3
2021,"BRP","27",8
2021,"BRP","28",40
2021,"BRP","29",13
2021,"BRP","30",6
2021,"BRP","31",13
2021,"BRP","33",6
2021,"BRP","34",1
2021,"BRP","35",4
2021,"BRP","36",3
2021,"BRP","37",3
2021,"BRP","39",3
2021,"BRP","41",16
2021,"BRP","42",3
2021,"BRP","43",4
2021,"BRP","44",1
2021,"BRP","45",5
2021,"BRP","46",5
2021,"BRP","47",4
2021,"BRP","48",6
2021,"BRP","49",1
2021,"BRP","50",10
2021,"BUCHER","08",13
2021,"BUCHER","13",1
2021,"BUCHER","15",1
2021,"BUCHER","17",1
2021,"BUCHER","20",4
2021,"BUCHER","25",7
2021,"BUCHER","26",3
2021,"BUCHER","27",1
2021,"BUCHER","28",24
2021,"BUCHER","29",7
